warehouse_id,warehouse_name,city,state,warehouse_type,capacity,internal_note
4820,WH-04820,Dallas,Texas,Cross Dock,23568,INT-9GU80A4
4821,WH-04821,Portland,Oregon,Fulfillment Center,14349,INT-D31YKC3
4822,WH-04822,Boston,Massachusetts,Distribution Center,8594,INT-EJNJX7E
4823,WH-04823,Charlotte,North Carolina,Distribution Center,48769,INT-PH826C9
4824,WH-04824,Detroit,Michigan,Distribution Center,51837,INT-LD3FFS4
4825,WH-04825,Phoenix,Arizona,Distribution Center,8459,INT-U1E4CPH
4826,WH-04826,Seattle,Washington,Cross Dock,78818,INT-D2EX7JG
4827,WH-04827,Seattle,Washington,Fulfillment Center,56639,INT-Y3FNPXE
4828,WH-04828,Atlanta,Georgia,Distribution Center,44857,INT-17BBBN2
4829,WH-04829,Miami,Florida,Fulfillment Center,49010,INT-VWH4TMU
4830,WH-04830,Phoenix,Arizona,Distribution Center,80186,INT-5RMKXAF
4831,WH-04831,Denver,Colorado,Fulfillment Center,46637,INT-H8RZM7D
4832,WH-04832,Portland,Oregon,Cross Dock,48308,INT-3RWZV2I
4833,WH-04833,Detroit,Michigan,Distribution Center,76798,INT-ZD27W9E
4834,WH-04834,Austin,Texas,Distribution Center,62560,INT-P2BKSEA
4835,WH-04835,Chicago,Illinois,Regional DC,5655,INT-4Q86GT2
4836,WH-04836,New York,New York,Distribution Center,27224,INT-CSK7CZK
4837,WH-04837,Chicago,Illinois,Regional DC,28130,INT-DY29MMO
4838,WH-04838,Portland,Oregon,Cross Dock,36689,INT-ZDHEPZN
4839,WH-04839,Boston,Massachusetts,Regional DC,93581,INT-J5DRR68
4840,WH-04840,Los Angeles,California,Fulfillment Center,94869,INT-VAJQCM0
4841,WH-04841,Miami,Florida,Fulfillment Center,91447,INT-Q9DLCCF
4842,WH-04842,New York,New York,Distribution Center,40293,INT-LPR8GMG
4843,WH-04843,Atlanta,Georgia,Fulfillment Center,23522,INT-0DFRT0S
4844,WH-04844,Denver,Colorado,Regional DC,56172,INT-AMT8FUJ
4845,WH-04845,Detroit,Michigan,Fulfillment Center,43372,INT-3HQJFRP
4846,WH-04846,Chicago,Illinois,Distribution Center,96050,INT-T0QCNVV
4847,WH-04847,Dallas,Texas,Fulfillment Center,29847,INT-UJV8AYF
4848,WH-04848,Miami,Florida,Distribution Center,20353,INT-1LURQKS
4849,WH-04849,Chicago,Illinois,Cross Dock,47151,INT-91Y7QFX
4850,WH-04850,Boston,Massachusetts,Regional DC,5258,INT-LK6I217
4851,WH-04851,Chicago,Illinois,Distribution Center,64602,INT-OOAKO7C
4852,WH-04852,Dallas,Texas,Distribution Center,36738,INT-L722XYH
4853,WH-04853,Atlanta,Georgia,Regional DC,63895,INT-ZTY4LBX
4854,WH-04854,Houston,Texas,Regional DC,68190,INT-59SIXEF
4855,WH-04855,Charlotte,North Carolina,Distribution Center,75006,INT-NCCUED9
4856,WH-04856,Houston,Texas,Distribution Center,73994,INT-IPOAGHW
4857,WH-04857,Boston,Massachusetts,Cross Dock,64781,INT-YFKBHSH
4858,WH-04858,Phoenix,Arizona,Fulfillment Center,21058,INT-BFPE1KO
4859,WH-04859,Portland,Oregon,Regional DC,16351,INT-J7OG87I
4860,WH-04860,Portland,Oregon,Cross Dock,63219,INT-FK3GIC2
4861,WH-04861,Seattle,Washington,Distribution Center,76961,INT-OC9LBS9
4862,WH-04862,Dallas,Texas,Fulfillment Center,40398,INT-CO4ZAQZ
4863,WH-04863,Dallas,Texas,Regional DC,99567,INT-XM6HD8G
4864,WH-04864,Denver,Colorado,Fulfillment Center,65114,INT-FHRR7NH
4865,WH-04865,Dallas,Texas,Distribution Center,96214,INT-C8DWD9S
4866,WH-04866,New York,New York,Cross Dock,76957,INT-IXM911R
4867,WH-04867,Seattle,Washington,Regional DC,83313,INT-2JE4WI7
4868,WH-04868,Charlotte,North Carolina,Cross Dock,29066,INT-IXKSYQ8
4869,WH-04869,Charlotte,North Carolina,Regional DC,81934,INT-ZES8J4N
4870,WH-04870,Dallas,Texas,Distribution Center,63576,INT-P1KSWEU
4871,WH-04871,Atlanta,Georgia,Fulfillment Center,37837,INT-EIT5BP0
4872,WH-04872,Phoenix,Arizona,Cross Dock,71252,INT-B1CIVHZ
4873,WH-04873,Seattle,Washington,Cross Dock,31880,INT-QGHHEWN
4874,WH-04874,Miami,Florida,Regional DC,52086,INT-PMQTXBO
4875,WH-04875,Charlotte,North Carolina,Fulfillment Center,48535,INT-A6UNVU0
4876,WH-04876,Phoenix,Arizona,Fulfillment Center,17424,INT-OMT3P43
4877,WH-04877,Seattle,Washington,Distribution Center,96780,INT-3SZXY7M
4878,WH-04878,Detroit,Michigan,Cross Dock,31570,INT-WZ34JQZ
4879,WH-04879,Miami,Florida,Regional DC,49894,INT-ROZGAQX
4880,WH-04880,Charlotte,North Carolina,Cross Dock,39469,INT-V8E85FI
4881,WH-04881,Austin,Texas,Regional DC,16496,INT-IH6KZRQ
4882,WH-04882,Miami,Florida,Regional DC,37812,INT-LTM42UF
4883,WH-04883,Los Angeles,California,Regional DC,10089,INT-P8PYRTB
4884,WH-04884,Detroit,Michigan,Distribution Center,67038,INT-CQJAZRF
4885,WH-04885,Seattle,Washington,Fulfillment Center,67958,INT-YHMOVY6
4886,WH-04886,Atlanta,Georgia,Distribution Center,75299,INT-ZY2U5XH
4887,WH-04887,Charlotte,North Carolina,Distribution Center,34000,INT-VMXYCVI
4888,WH-04888,Boston,Massachusetts,Cross Dock,77517,INT-QD703NP
4889,WH-04889,Charlotte,North Carolina,Regional DC,19418,INT-FMT2MRS
4890,WH-04890,Houston,Texas,Cross Dock,35620,INT-Q21HCEY
4891,WH-04891,Austin,Texas,Regional DC,31142,INT-69BL5A6
4892,WH-04892,Charlotte,North Carolina,Cross Dock,66071,INT-N1P5OBG
4893,WH-04893,Charlotte,North Carolina,Fulfillment Center,21321,INT-CFZRSXS
4894,WH-04894,Houston,Texas,Fulfillment Center,58963,INT-LDD6DX7
4895,WH-04895,Portland,Oregon,Regional DC,37366,INT-9LK6DLB
4896,WH-04896,Chicago,Illinois,Cross Dock,49770,INT-67BMWOL
4897,WH-04897,New York,New York,Regional DC,18919,INT-QUQ8OC3
4898,WH-04898,Seattle,Washington,Distribution Center,6783,INT-9DCAX6S
4899,WH-04899,Atlanta,Georgia,Cross Dock,23147,INT-2T3ZOJC
4900,WH-04900,Austin,Texas,Fulfillment Center,56733,INT-34J99BA
4901,WH-04901,Detroit,Michigan,Distribution Center,94515,INT-RL9VR60
4902,WH-04902,Chicago,Illinois,Distribution Center,5805,INT-XMUASIN
4903,WH-04903,Boston,Massachusetts,Regional DC,12150,INT-5JQ0FXX
4904,WH-04904,Portland,Oregon,Cross Dock,12895,INT-HWQB57K
4905,WH-04905,,Unknown,Cross Dock,69102,INT-O39ITV9
4906,WH-04906,New York,New York,Regional DC,37181,INT-GAD34IK
4907,WH-04907,New York,New York,Regional DC,46785,INT-RT1BFRU
4908,WH-04908,Austin,Texas,Cross Dock,73379,INT-V2I3GIE
4909,WH-04909,Los Angeles,California,Fulfillment Center,98297,INT-V4OBJO0
4910,WH-04910,New York,New York,Cross Dock,49250,INT-14R0BMZ
4911,WH-04911,Atlanta,Georgia,Fulfillment Center,60635,INT-CQ0PX02
4912,WH-04912,Los Angeles,California,Distribution Center,89707,INT-AHD4MEU
4913,WH-04913,Seattle,Washington,Cross Dock,52272,INT-C7GYTR7
4914,WH-04914,Chicago,Illinois,Regional DC,71423,INT-QTQHQ2Y
4915,WH-04915,Atlanta,Georgia,Regional DC,99400,INT-SUEUFVV
4916,WH-04916,Chicago,Illinois,Fulfillment Center,23829,INT-VJOATKR
4917,WH-04917,Phoenix,Arizona,Distribution Center,78436,INT-RAKW0ZQ
4918,WH-04918,Charlotte,North Carolina,Distribution Center,97674,INT-ZP1M5LP
4919,WH-04919,Los Angeles,California,Regional DC,29031,INT-BKWU7KV
4920,WH-04920,Atlanta,Georgia,Cross Dock,97118,INT-CLU3TD8
4921,WH-04921,Charlotte,North Carolina,Regional DC,51429,INT-YMCQ0NF
4922,WH-04922,New York,New York,Regional DC,82012,INT-RYIBS3J
4923,WH-04923,Seattle,Washington,Distribution Center,74335,INT-Q7SIU4A
4924,WH-04924,Boston,Massachusetts,Cross Dock,50298,INT-RXS6P28
4925,WH-04925,Houston,Texas,Cross Dock,23946,INT-GDPX00Q
4926,WH-04926,Boston,Massachusetts,Fulfillment Center,71375,INT-C5A3UOR
4927,WH-04927,Detroit,Michigan,Fulfillment Center,88559,INT-K36N9C9
4928,WH-04928,Austin,Texas,Cross Dock,59780,INT-1F97T1B
4929,WH-04929,Houston,Texas,Regional DC,36695,INT-7ND89S7
4930,WH-04930,Seattle,Washington,Fulfillment Center,37082,INT-VWFNJBA
4931,WH-04931,Phoenix,Arizona,Cross Dock,27920,INT-FYL0OH4
4932,WH-04932,Los Angeles,California,Fulfillment Center,52482,INT-65ZQ7GJ
4933,WH-04933,Dallas,Texas,Distribution Center,11276,INT-6NWUKMG
4934,WH-04934,Atlanta,Georgia,Regional DC,52738,INT-3GKQRX0
4935,WH-04935,Boston,Massachusetts,Regional DC,70191,INT-MPLSA7E
4936,WH-04936,Boston,Massachusetts,Fulfillment Center,60641,INT-1RE7PFN
4937,WH-04937,Portland,Oregon,Fulfillment Center,15989,INT-OJOK0WE
4938,WH-04938,,Unknown,Cross Dock,73845,INT-6W2WMIW
4939,WH-04939,Dallas,Texas,Distribution Center,49353,INT-K7UEEQS
4940,WH-04940,Portland,Oregon,Distribution Center,53976,INT-2W2B8YL
4941,WH-04941,Dallas,Texas,Fulfillment Center,14013,INT-AFNB789
4942,WH-04942,New York,New York,Fulfillment Center,48639,INT-2PQXK98
4943,WH-04943,Los Angeles,California,Distribution Center,21517,INT-JHE9MWQ
4944,WH-04944,Charlotte,North Carolina,Regional DC,26482,INT-TT46C9R
4945,WH-04945,,Unknown,Cross Dock,55375,INT-F72JZXC
4946,WH-04946,Atlanta,Georgia,Cross Dock,11346,INT-5K7ETTP
4947,WH-04947,Portland,Oregon,Fulfillment Center,51534,INT-4LH0CMX
4948,WH-04948,Dallas,Texas,Cross Dock,77977,INT-3LG0701
4949,WH-04949,Atlanta,Georgia,Fulfillment Center,89558,INT-QVQDQ8Z
4950,WH-04950,Chicago ,Illinois,Distribution Center,33972,INT-AYYDGST
4951,WH-04951,Portland,Oregon,Fulfillment Center,86684,INT-QULKAZX
4952,WH-04952,Charlotte,North Carolina,Regional DC,86333,INT-KLNPUCU
4953,WH-04953,Denver,Colorado,Fulfillment Center,89988,INT-TWSOWW0
4954,WH-04954,Austin,Texas,Regional DC,65760,INT-IKZ4NJA
4955,WH-04955,New York,New York,Cross Dock,92923,INT-WTHZVAR
4956,WH-04956,Charlotte,North Carolina,Regional DC,13988,INT-GCI8R2Y
4957,WH-04957,Portland,Oregon,Distribution Center,41558,INT-59OZU8U
4958,WH-04958,Portland,Oregon,Fulfillment Center,29850,INT-IT8U9JU
4959,WH-04959,Los Angeles,California,Cross Dock,76840,INT-A4ZKQ4O
4960,WH-04960,Chicago,Illinois,Regional DC,37348,INT-D6W1LKL
4961,WH-04961,Austin,Texas,Regional DC,21867,INT-9DNHPJW
4962,WH-04962,Denver,Colorado,Fulfillment Center,58684,INT-2GDS7G9
4963,WH-04963,Houston,Texas,Cross Dock,12314,INT-LQ9W9JX
4964,WH-04964,Phoenix,Arizona,Fulfillment Center,32718,INT-5VPHMV7
4965,WH-04965,Seattle,Washington,Fulfillment Center,40695,INT-4LXRW2Q
4966,WH-04966,Austin,Texas,Fulfillment Center,98322,INT-NQXGRDB
4967,WH-04967,Los Angeles,California,Regional DC,91852,INT-QH21DR1
4968,WH-04968,Seattle,Washington,Regional DC,89788,INT-JPZ785O
4969,WH-04969,Los Angeles,California,Cross Dock,5000000,INT-DVHDX9D
4970,WH-04970,Miami,Florida,Regional DC,91573,INT-1AY7YMS
4971,WH-04971,Austin,Texas,Regional DC,19703,INT-MD4CMMV
4972,WH-04972,Portland,Oregon,Fulfillment Center,57309,INT-2XEIZ3M
4973,WH-04973,Miami,Florida,Distribution Center,55480,INT-8M2XRLO
4974,WH-04974,Seattle,Washington,Fulfillment Center,10086,INT-9RR6JOF
4975,WH-04975,Chicago,Illinois,Fulfillment Center,53985,INT-GAUXYLG
4976,WH-04976,Dallas,Texas,Fulfillment Center,25842,INT-E3BESES
4977,WH-04977,Detroit,Michigan,Distribution Center,47853,INT-K41F0X8
4978,WH-04978,Austin,Texas,Distribution Center,58887,INT-LXYJ1FD
4979,WH-04979,Austin,Texas,Distribution Center,30161,INT-HZ1NZ4Q
4980,WH-04980,Portland,Oregon,Fulfillment Center,68334,INT-RPZNRKO
4981,WH-04981,Portland,Oregon,Cross Dock,85763,INT-KINL0KM
4982,WH-04982,Los Angeles,California,Regional DC,98398,INT-9TN5VXW
4983,WH-04983,Phoenix,Arizona,Distribution Center,16504,INT-IIPZ8RM
4984,WH-04984,Dallas,Texas,Fulfillment Center,24299,INT-RB6MK8K
4985,WH-04985,Dallas,Texas,Fulfillment Center,15152,INT-EEU18MX
4986,WH-04986,Chicago,Illinois,Distribution Center,88379,INT-H42L59L
4987,WH-04987,Phoenix,Arizona,Cross Dock,94579,INT-ZDRY5MJ
4988,WH-04988,New York,New York,Fulfillment Center,31486,INT-VV9QIA5
4989,WH-04989,Dallas,Texas,Cross Dock,44355,INT-6LN7ZK6
4990,WH-04990,Denver,Colorado,Cross Dock,89622,INT-EVI8V94
4991,WH-04991,Atlanta,Georgia,Regional DC,72031,INT-ABII600
4992,WH-04992,Detroit,Michigan,Regional DC,37921,INT-SRGVL2Z
4993,WH-04993,Phoenix,Arizona,Distribution Center,82470,INT-YS2I9KR
4994,WH-04994,Austin,Texas,Regional DC,29235,INT-I8G2PG8
4995,WH-04995,Detroit,Michigan,Cross Dock,21806,INT-0WIA3KZ
4996,WH-04996,Houston,Texas,Fulfillment Center,44756,INT-227NFHK
4997,WH-04997,Los Angeles,California,Cross Dock,38495,INT-1OBRLNI
4998,WH-04998,Los Angeles,California,Fulfillment Center,52959,INT-WNXYORQ
4999,WH-04999,Miami,Florida,Distribution Center,72276,INT-8ZBYECA
5000,WH-05000,Seattle,Washington,Cross Dock,61241,INT-6B98VPB
5001,WH-05001,Dallas,Texas,Fulfillment Center,38679,INT-BGW58AB
5002,WH-05002,Miami,Florida,Fulfillment Center,79443,INT-M2FISCU
5003,WH-05003,Charlotte,North Carolina,Cross Dock,19948,INT-ZW65T9N
5004,WH-05004,Charlotte,North Carolina,Regional DC,51723,INT-Y64IUME
5005,WH-05005,New York,New York,Fulfillment Center,36544,INT-12OFN6G
5006,WH-05006,Miami,Florida,Regional DC,5,INT-MTIHXOC
5007,WH-05007,Phoenix,Arizona,Distribution Center,73285,INT-IBAIFL2
5008,WH-05008,Houston,Texas,Distribution Center,91725,INT-7OEMC4Q
5009,WH-05009,Houston,Texas,Regional DC,58831,INT-RMFQT3A
5010,WH-05010,Atlanta,Georgia,Fulfillment Center,39782,INT-34474WH
5011,WH-05011,Boston,Massachusetts,Regional DC,27068,INT-EUBC2VC
5012,WH-05012,Atlanta,Georgia,Fulfillment Center,26108,INT-CLAM352
5013,WH-05013,Phoenix,Arizona,Regional DC,63765,INT-756T6F6
5014,WH-05014,Boston,Massachusetts,Regional DC,10902,INT-SRSTN2U
5015,WH-05015,Seattle,Washington,Fulfillment Center,43298,INT-CQ995UM
5016,WH-05016,Boston,Massachusetts,Fulfillment Center,41024,INT-COVB7XN
5017,WH-05017,Los Angeles,California,Distribution Center,54073,INT-UQLDN4C
5018,WH-05018,Boston,Massachusetts,Distribution Center,11066,INT-BVQV3Y9
5019,WH-05019,New York,New York,Distribution Center,6644,INT-MM9BSXU
5020,WH-05020,Boston,Massachusetts,Regional DC,17700,INT-Q1U0YKL
5021,WH-05021,New York,New York,Cross Dock,42445,INT-VAQMUTM
5022,WH-05022,Dallas,Texas,Cross Dock,11975,INT-M88XE93
5023,WH-05023,Dallas,Texas,Regional DC,46133,INT-6XYMVDW
5024,WH-05024,Boston,Massachusetts,Regional DC,43983,INT-2DBRUV3
5025,WH-05025,Phoenix,Arizona,Fulfillment Center,22606,INT-9UMPPJU
5026,WH-05026,Charlotte,North Carolina,Regional DC,84624,INT-JHUZYFQ
5027,WH-05027,Portland,Oregon,Distribution Center,56564,INT-6GU6760
5028,WH-05028,,Unknown,Fulfillment Center,34013,INT-21LYMY0
5029,WH-05029,Chicago,Illinois,Fulfillment Center,55091,INT-NEKB354
5030,WH-05030,Portland,Oregon,Distribution Center,30428,INT-IHRRQ19
5031,WH-05031,Seattle,Washington,Fulfillment Center,57741,INT-3BFQIU1
5032,WH-05032,Detroit,Michigan,Cross Dock,22909,INT-5F8ZP2R
5033,WH-05033,Phoenix,Arizona,Distribution Center,21706,INT-OBJTWP8
5034,WH-05034,Los Angeles,California,Fulfillment Center,16150,INT-SZEA95C
5035,WH-05035,Detroit,Michigan,Fulfillment Center,18069,INT-7VL2UUA
5036,WH-05036,Atlanta,Georgia,Fulfillment Center,88234,INT-GHJF6ES
5037,WH-05037,Denver,Colorado,Fulfillment Center,70727,INT-639MBSD
5038,WH-05038,Portland,Oregon,Regional DC,92649,INT-JREJ6KQ
5039,WH-05039,Seattle,Washington,Distribution Center,36686,INT-JF1OMX0
5040,WH-05040,Detroit,Michigan,Regional DC,18729,INT-1V97W37
5041,WH-05041,Chicago,Illinois,Distribution Center,86915,INT-ZPR8RVH
5042,WH-05042,Houston,Texas,Regional DC,84678,INT-3K5M3MU
5043,WH-05043,Houston,Texas,Cross Dock,7640,INT-FR8OVA6
5044,WH-05044,Chicago,Illinois,Distribution Center,69158,INT-4TE1Q3K
5045,WH-05045,Dallas,Texas,Fulfillment Center,82066,INT-VOH8YYC
5046,WH-05046,Atlanta,Georgia,Regional DC,47723,INT-X0FTME4
5047,WH-05047,Los Angeles,California,Fulfillment Center,5000000,INT-Y4M49BB
5048,WH-05048,Phoenix,Arizona,Fulfillment Center,38497,INT-X07OG8B
5049,WH-05049,Seattle,Washington,Distribution Center,57588,INT-RVTWX1J
5050,WH-05050,New York,New York,Regional DC,25743,INT-5AHHWS7
5051,WH-05051,Austin,Texas,Distribution Center,76698,INT-CXFHFH1
5052,WH-05052,Chicago,Illinois,Fulfillment Center,41790,INT-2AY4XYO
5053,WH-05053,Denver,Colorado,Distribution Center,98157,INT-FGZ5Z5B
5054,WH-05054,Houston,Texas,Distribution Center,83474,INT-XZH12LH
5055,WH-05055,Dallas,Texas,Distribution Center,25980,INT-X896FM2
5056,WH-05056,Denver,Colorado,Regional DC,69706,INT-D3O8QAL
5057,WH-05057,Boston,Massachusetts,Fulfillment Center,10014,INT-5D9M81Q
5058,WH-05058,Detroit,Michigan,Fulfillment Center,69955,INT-FB2N0XA
5059,WH-05059,Chicago,Illinois,Regional DC,74602,INT-SVHMG1Q
5060,WH-05060,Seattle,Washington,Fulfillment Center,45329,INT-5M7LU1L
5061,WH-05061,Chicago,Illinois,Regional DC,47587,INT-XREDMSS
5062,WH-05062,Portland,Oregon,Distribution Center,27168,INT-UHG1JKK
5063,WH-05063,Boston,Massachusetts,Distribution Center,56781,INT-BKSODTG
5064,WH-05064,,Unknown,Fulfillment Center,53753,INT-3GI43BV
5065,WH-05065,Chicago,Illinois,Distribution Center,85667,INT-I59IS6E
5066,WH-05066,Denver,Colorado,Cross Dock,10307,INT-ERITOG9
5067,WH-05067,Houston,Texas,Regional DC,55271,INT-SQXR3CN
5068,WH-05068,Charlotte,North Carolina,Cross Dock,61530,INT-7P95Z3Q
5069,WH-05069,,Unknown,Cross Dock,11586,INT-UAM71FM
5070,WH-05070,Miami,Florida,Cross Dock,86137,INT-GFD4M2W
5071,WH-05071,Austin,Texas,Distribution Center,42599,INT-8ZHDQS9
5072,WH-05072,Detroit,Michigan,Fulfillment Center,99853,INT-QD95A0C
5073,WH-05073,Houston,Texas,Regional DC,47503,INT-7U1JPYK
5074,WH-05074,Boston,Massachusetts,Distribution Center,60822,INT-8UR87P6
5075,WH-05075,Seattle,Washington,Distribution Center,51139,INT-SUOZ58G
5076,WH-05076,Seattle,Washington,Regional DC,56647,INT-WPMUSOV
5077,WH-05077,Atlanta,Georgia,Fulfillment Center,48662,INT-57TJ622
5078,WH-05078,Los Angeles,California,Distribution Center,56858,INT-6PV907J
5079,WH-05079,Miami,Florida,Distribution Center,99120,INT-DM1PA0K
5080,WH-05080,Houston,Texas,Cross Dock,39353,INT-JNAI6EP
5081,WH-05081,Detroit,Michigan,Cross Dock,39420,INT-EIJB4OB
5082,WH-05082,Seattle,Washington,Distribution Center,67797,INT-5QZ4OA6
5083,WH-05083,Los Angeles,California,Cross Dock,59917,INT-ZOEUCXO
5084,WH-05084,Denver,Colorado,Distribution Center,47843,INT-YN5T4NV
5085,WH-05085,Atlanta,Georgia,Cross Dock,83656,INT-Q94F4DM
5086,WH-05086,Atlanta,Georgia,Regional DC,79516,INT-4BYTUVS
5087,WH-05087,Charlotte,North Carolina,Regional DC,97457,INT-K4PMX9J
5088,WH-05088,Houston,Texas,Cross Dock,81720,INT-DOPE8OL
5089,WH-05089,Phoenix,Arizona,Distribution Center,94856,INT-649R5J1
5090,WH-05090,Portland,Oregon,Cross Dock,64324,INT-BU660C5
5091,WH-05091,Phoenix,Arizona,Cross Dock,42426,INT-HUKZKHP
5092,WH-05092,Miami,Florida,Fulfillment Center,26582,INT-AAV653O
5093,WH-05093,Houston,Texas,Cross Dock,85620,INT-RUBQHOW
5094,WH-05094,Charlotte,North Carolina,Distribution Center,99765,INT-HYIJCQI
5095,WH-05095,Phoenix,Arizona,Regional DC,85340,INT-W6XLNJI
5096,WH-05096,Denver,Colorado,Distribution Center,91349,INT-L0O8CLG
5097,WH-05097,Los Angeles,California,Distribution Center,28858,INT-LEU5MKV
5098,WH-05098,Dallas,Texas,Regional DC,41372,INT-ABIWEMK
5099,WH-05099,Portland,Oregon,Cross Dock,11770,INT-KQB7CTM
5100,WH-05100,Boston,Massachusetts,Fulfillment Center,96300,INT-WIRDH4K
5101,WH-05101,Los Angeles,California,Fulfillment Center,68259,INT-XEFBKL1
5102,WH-05102,Charlotte,North Carolina,Fulfillment Center,45312,INT-ZZIRWLY
5103,WH-05103,Charlotte,North Carolina,Distribution Center,27986,INT-CWYWR3Q
5104,WH-05104,Phoenix,Arizona,Cross Dock,9999999,INT-Y16LV4J
5105,WH-05105,Denver,Colorado,Fulfillment Center,6528,INT-FCDT3IL
5106,WH-05106,Los Angeles,California,Cross Dock,95300,INT-J49YQXA
5107,WH-05107,Austin,Texas,Distribution Center,41653,INT-B81OUD9
5108,WH-05108,Portland,Oregon,Regional DC,33968,INT-UKOXXJ1
5109,WH-05109,Detroit,Michigan,Fulfillment Center,91494,INT-AHLL39S
5110,WH-05110,Seattle,Washington,Cross Dock,69636,INT-Z5DIMZ3
5111,WH-05111,Boston,Massachusetts,Cross Dock,99265,INT-1WTMIGT
5112,WH-05112,Miami,Florida,Cross Dock,34625,INT-KS4GT82
5113,WH-05113,Dallas,Texas,Regional DC,80585,INT-U42AP9L
5114,WH-05114,Dallas,Texas,Distribution Center,56328,INT-6666XXR
5115,WH-05115,Phoenix,Arizona,Fulfillment Center,97647,INT-AZ81PKO
5116,WH-05116,Portland,Oregon,Distribution Center,8561,INT-8WWHSVO
5117,WH-05117,Miami,Florida,Cross Dock,65252,INT-ZLF8014
5118,WH-05118,New York,New York,Cross Dock,94151,INT-DX3UVEP
5119,WH-05119,Los Angeles,California,Fulfillment Center,49342,INT-939II68
5120,WH-05120,Houston,Texas,Fulfillment Center,50294,INT-W4RWGST
5121,WH-05121,Chicago,Illinois,Fulfillment Center,38040,INT-7669JQ8
5122,WH-05122,,Unknown,Distribution Center,24703,INT-9E00LPZ
5123,WH-05123,Denver,Colorado,Regional DC,88325,INT-JEKM393
5124,WH-05124,Portland,Oregon,Fulfillment Center,58644,INT-IVKRJ9N
5125,WH-05125,Austin,Texas,Distribution Center,22424,INT-31VY3NX
5126,WH-05126,Boston,Massachusetts,Distribution Center,46384,INT-IXZWS9H
5127,WH-05127,Dallas,Texas,Distribution Center,87934,INT-NY4EIZK
5128,WH-05128,Houston,Texas,Fulfillment Center,11304,INT-UHL8UQP
5129,WH-05129,Denver,Colorado,Distribution Center,90857,INT-V6OD4F8
5130,WH-05130,Atlanta,Georgia,Distribution Center,78749,INT-GGPI5VR
5131,WH-05131,Charlotte,North Carolina,Fulfillment Center,59637,INT-ZFUO0U6
5132,WH-05132,Seattle,Washington,Fulfillment Center,43962,INT-UG262BK
5133,WH-05133,Detroit,Michigan,Distribution Center,15576,INT-E703J02
5134,WH-05134,Denver,Colorado,Fulfillment Center,96421,INT-ZSC9EG0
5135,WH-05135,Chicago,Illinois,Fulfillment Center,12876,INT-IU72297
5136,WH-05136,Phoenix,Arizona,Fulfillment Center,44428,INT-0RA9DR5
5137,WH-05137,Chicago,Illinois,Cross Dock,88223,INT-TXL3FJA
5138,WH-05138,Boston,Massachusetts,Regional DC,50428,INT-DZWKDY4
5139,WH-05139,Austin,Texas,Distribution Center,88528,INT-QPOX7JT
5140,WH-05140,New York,New York,Regional DC,53368,INT-DZINJ9J
5141,WH-05141,Portland,Oregon,Distribution Center,59814,INT-TBP3HEK
5142,WH-05142,Denver,Colorado,Cross Dock,72821,INT-P5WUMOO
5143,WH-05143,Miami,Florida,Fulfillment Center,29950,INT-DWK2QU6
5144,WH-05144,Boston,Massachusetts,Fulfillment Center,98632,INT-GBYDL7J
5145,WH-05145,Charlotte,North Carolina,Cross Dock,70117,INT-95MZ15Z
5146,WH-05146,Miami,Florida,Fulfillment Center,76063,INT-0XV13V0
5147,WH-05147,Charlotte,North Carolina,Distribution Center,95565,INT-9Z3AB76
5148,WH-05148,Phoenix,Arizona,Fulfillment Center,31019,INT-GDUNYA4
5149,WH-05149,Detroit,Michigan,Distribution Center,32471,INT-X6M8N8G
5150,WH-05150,Portland,Oregon,Cross Dock,82297,INT-H5G9EEU
5151,WH-05151,Miami,Florida,Regional DC,48077,INT-MJLME9L
5152,WH-05152,Detroit,Michigan,Distribution Center,44000,INT-4AM3GQG
5153,WH-05153,Phoenix,Arizona,Cross Dock,66485,INT-BYEGVYU
5154,WH-05154,Chicago,Illinois,Regional DC,82933,INT-NAAUIS7
5155,WH-05155,Austin,Texas,Cross Dock,5809,INT-1XNPWBU
5156,WH-05156,Denver,Colorado,Cross Dock,89980,INT-23ONNKR
5157,WH-05157,Denver,Colorado,Cross Dock,30818,INT-ZAVG5NB
5158,WH-05158,New York,New York,Cross Dock,88891,INT-6RFUZKX
5159,WH-05159,New York,New York,Fulfillment Center,48577,INT-JDB9QAQ
5160,WH-05160,Boston,Massachusetts,Cross Dock,89972,INT-R82QPBF
5161,WH-05161,Detroit,Michigan,Distribution Center,69984,INT-NUCD6VE
5162,WH-05162,Houston,Texas,Regional DC,85785,INT-FGF3JP4
5163,WH-05163,Houston,Texas,Distribution Center,71662,INT-LSI1HC7
5164,WH-05164,Los Angeles,California,Regional DC,51977,INT-L2C13FV
5165,WH-05165,Seattle,Washington,Regional DC,61452,INT-V162FO3
5166,WH-05166,Phoenix,Arizona,Fulfillment Center,5462,INT-ZPITAW9
5167,WH-05167,Denver,Colorado,Distribution Center,51986,INT-4AWZSU1
5168,WH-05168,Detroit,Michigan,Distribution Center,80355,INT-RJG5AZ1
5169,WH-05169,Detroit,Michigan,Regional DC,15921,INT-GC71LQH
5170,WH-05170,Phoenix,Arizona,Distribution Center,55672,INT-PTIBT0A
5171,WH-05171,Seattle,Washington,Distribution Center,35541,INT-KNQW66N
5172,WH-05172,Atlanta,Georgia,Cross Dock,23250,INT-0SKSL9A
