order_id,customer_id,order_date,warehouse_id,order_status,shipment_status,payment_method,shipping_mode,session_id
24452,100093,07-11-2024,7486,Processing,Not Shipped,UPI,Same Day,SID-OB8GweEYBotl
24453,107594,03-25-2023,462,Shipped,Not Shipped,Debit Card,Express,SID-4iKanmoPNcl0
24454,242558,"Feb 24, 2023",8244,Pending,Not Shipped,Wallet,Same Day,SID-excgyIZLQFF5
24455,143589,03/06/2025,4447,Cancelled,Returned,UPI,Express,SID-RiDrOjzzULyk
24456,223181,"Jun 03, 2025",8233,Shipped,Packed,Net Banking,Express,SID-IP4r9cYPTxva
24457,154854,03-27-2025,8883,Delivered,Delivered,Credit Card,Express,SID-lVlXBeliJAir
24458,226413,06-01-2025,8615,Delivered,Packed,Credit Card,Standard,SID-Z0IntaR0QBvy
24459,150419,29/04/2025,386,Cancelled,Returned,Debit Card,Standard,SID-tLGoCEQF0Fpy
24460,162669,23/12/2024,1704,Processing,Packed,Debit Card,Same Day,SID-JlSi80OPjSNh
24461,136646,31/05/2024,5578,Delivered,Delivered,Net Banking,Next Day,SID-lfv9h64Sfyxq
24462,247940,2025-02-21,523,Delivered,Delivered,Wallet,Standard,SID-551QGS4c3o9r
24463,205712,06-04-2024,8696,Shipped,In Transit,UPI,Same Day,SID-TadMTX0b5M5N
24464,161465,"Dec 11, 2024",2103,Delivered,Delivered,Debit Card,Express,SID-57RGkESCBOoi
24465,239766,2023-06-21,8986,Returned,In Transit,Credit Card,Same Day,SID-2FZuuCygNkAS
24466,127566,"Jan 17, 2023",6696,Delivered,Packed,Wallet,Standard,SID-iucCQjtcHt26
24467,175796,"Apr 19, 2023",8555,Pending,In Transit,Net Banking,Standard,SID-1bEAmWSbvfbG
24468,159963,2024-11-25,8014,Pending,Not Shipped,Credit Card,Express,SID-SE1MH6CFZGf2
24469,175643,2024-03-22,7423,Delivered,Not Shipped,UPI,Express,SID-1TiZGMDyEpjU
24470,242177,06-29-2023,3388,Cancelled,Not Shipped,Cash on Delivery,Next Day,SID-Clycotmwn2dV
24471,148888,12-27-2023,5396,Delivered,Delivered,Wallet,Next Day,SID-LH5cz1oRiJuj
24472,165424,2024-01-23,4207,Processing,Delivered,Debit Card,Same Day,SID-B0KUYRvAmmZe
24473,135463,"Aug 14, 2024",3299,Returned,Returned,Net Banking,Next Day,SID-yZL7Y11KdGiJ
24474,104758,01/04/2025,1924, Shipped ,Packed,Credit Card,Standard,SID-u0Z0hvxwXfvI
24475,226989,02-04-2024,6341,Pending,In Transit,Wallet,Express,SID-qr9g9mQV6Uhx
24476,176598,2023-07-14,3632,Processing,Not Shipped,Net Banking,Express,SID-zD5gSdSXwH91
24477,185041,"Aug 21, 2024",9165,Cancelled,Returned,Credit Card,Express,SID-uHxLUaE8CEBe
24478,199939,"Jan 28, 2023",3899,Cancelled,In Transit,Wallet,Next Day,SID-AP3KvQtuAo32
24479,103805,13/11/2023,4485,Cancelled,Not Shipped,Debit Card,Standard,SID-EsM8mxvKEDPt
24480,201480,10-18-2024,8566,Delivered,Delivered,Net Banking,Same Day,SID-3IgP5uuPj0kH
24481,199525,2023-12-15,599,Pending,Not Shipped,Debit Card,Express,SID-jiPo0jcap9Uu
24482,159162,"Aug 20, 2024",4662,Returned,In Transit,Wallet,Standard,SID-GZKOX1bcgoc3
24483,136912,"Nov 28, 2024",8957,Cancelled,Returned,Net Banking,Standard,SID-X8IMtcwoguOj
24484,186249,"Mar 10, 2024",7853,Returned,Not Shipped,Net Banking,Next Day,SID-96uOXPAB4hSW
24485,181885,11-09-2024,1705,Returned,In Transit,Debit Card,Same Day,SID-GTpGiVrxxU5e
24486,147433,2023-01-10,9717,Shipped,In Transit,Cash on Delivery,Express,SID-Nlm0t4fH4Pbw
24487,199507,25/05/2025,5595,Pending,Returned,Credit Card,Same Day,SID-POG2IciJvs45
24488,189576,31/05/2025,1505,Delivered,Packed,Net Banking,Next Day,SID-JNpH8WR84BCB
24489,228463,"Jul 11, 2023",1725,Returned,Returned,Cash on Delivery,Same Day,SID-OIk3gCLKeMJc
24490,212775,"Mar 31, 2025",1324,Cancelled,Delivered,Wallet,Express,SID-9wvQFJz3oBl7
24491,103922,2024-12-19,9164,Shipped,Packed,Wallet,Same Day,SID-KCOGVkpLcGaj
24492,241836,"Dec 29, 2024",3406,Processing,Delivered,Debit Card,Next Day,SID-lZikHTCxp1v9
24493,223752,03-19-2023,1678,Delivered,In Transit,Debit Card,Next Day,SID-x6Vvasmnld6W
24494,147087,29/10/2023,1813,Delivered,Delivered,UPI,Same Day,SID-aZ9Wkv0rgF8c
24495,113973,"Apr 08, 2025",3224,Cancelled,Packed,Wallet,Express,SID-dlFQn0TCAhSH
24496,210875,26/02/2023,546,Returned,Not Shipped,Cash on Delivery,Same Day,SID-Z54ZykKH9AB1
24497,131906,"Oct 01, 2024",5507,Pending,Returned,Net Banking,Same Day,SID-bxsf9IDCw0YI
24498,163265,2024-05-26,2407,Returned,Returned,UPI,Standard,SID-KJOvvfZglCRZ
24499,125226,"Aug 31, 2023",3212,Processing,Not Shipped,Wallet,Next Day,SID-KBZIyumztTV5
24500,142884,09/08/2024,1706,Cancelled,Packed,Net Banking,Express,SID-SEasbcJavUMY
24501,100366,2023-04-15,1169,Processing,Not Shipped,Wallet,Next Day,SID-xpZ4r6DdOLsN
24502,165851,2024-06-07,6202,Cancelled,Not Shipped,UPI,Next Day,SID-pG5LGABRKByc
24503,204810,12/11/2023,2555,Processing,Not Shipped,Net Banking,Express,SID-0ZrZxD43LiBz
24504,208335,05/08/2023,3951,Shipped,Returned,Credit Card,Next Day,SID-Ewwd6WfI4EPJ
24505,146928,01/11/2024,4224,Shipped,In Transit,Debit Card,Same Day,SID-G3GzHt5XIepH
24506,141638,05/04/2025,1695,Processing,Delivered,Net Banking,Express,SID-lQW2WwG7N2wT
24507,149537,"May 24, 2024",7835,Cancelled,In Transit,Wallet,Same Day,SID-dZNKz7joyVFl
24508,201471,"Apr 30, 2024",7113,Pending,Not Shipped,UPI,Same Day,SID-k3V2Ar0SmVIn
24509,245373,08/04/2023,5940,Cancelled,Returned,Net Banking,Next Day,SID-YyvMVkhRb3eV
24510,199821,"Sep 07, 2024",1439,Shipped,Not Shipped,Debit Card,Next Day,SID-baOThfovLEkb
24511,163342,18/03/2023,6753,Shipped,Returned,Debit Card,Standard,SID-FRW2eWX0PzWS
24512,157978,19/06/2023,1732,Shipped,In Transit,Wallet,Standard,SID-0mbHfiCj4EYe
24513,109774,30/11/2023,338,Shipped,Returned,Wallet,Express,SID-3HX6nZnAUZfM
24514,249705,2023-01-27,9155,Returned,Packed,Wallet,Express,SID-siPWUeAtcICc
24515,232498,"Apr 12, 2023",8182,Pending,Not Shipped,Net Banking,Standard,SID-1yYG0aDPMG6o
24516,155615,"Jan 06, 2024",51,Delivered,Returned,Net Banking,Express,SID-77F8rFI9EraE
24517,167485,2024-06-14,9073,Shipped,Returned,Net Banking,Express,SID-alhbgX42Cvqf
24518,166049,2023-11-24,3330,Pending,Not Shipped,Cash on Delivery,Standard,SID-AQtNfJL1LMlo
24519,204576,2025-06-03,7651,Returned,Delivered,Net Banking,Express,SID-3Q3x2NXVisA9
24520,218335,"Feb 15, 2025",1980,Processing,Returned,Cash on Delivery,Same Day,SID-KatNZq8ZUiPD
24521,171058,"Sep 13, 2024",5951,Returned,Not Shipped,UPI,Standard,SID-LHuKwrdD3Nxw
24522,121995,"Jan 10, 2025",2710,Shipped,Packed,Wallet,Standard,SID-ZA2CCO9B6GKu
24523,178017,"Jul 29, 2024",6277,Pending,Returned,Wallet,Express,SID-3BSKuda7Lzb7
24524,202608,2025-03-13,9479,Shipped,Delivered,Wallet,Same Day,SID-7qRz5K5EvQlA
24525,234761,03-15-2025,6591,,Packed,Cash on Delivery,Standard,SID-vugYeWotPBEN
24526,244127,"Apr 25, 2023",9143,Cancelled,Delivered,Debit Card,Standard,SID-dQjLUd1zRRgh
24527,113435,"Nov 20, 2024",7762,Returned,Delivered,Wallet,Express,SID-Xg1H0236US8l
24528,229839,"Aug 08, 2024",8518,Pending,Packed,Debit Card,Express,SID-P8E2c1VGn8y7
24529,243247,12-12-2024,9072,Processing,Packed,Net Banking,Express,SID-lPWYH02wguZv
24530,242565,"Jun 19, 2023",4346,Cancelled,Packed,Cash on Delivery,Next Day,SID-7MPjgnQwb2sI
24531,214912,2024-08-10,1746,Cancelled,Not Shipped,Credit Card,Express,SID-lZWxmrzUZCFm
24532,229912,08/06/2023,821,Shipped,Delivered,UPI,Same Day,SID-5Rd9eHkCuF9c
24533,177810,"Jun 04, 2025",4511,Processing,Packed,Wallet,Express,SID-JtW2E4nNp44S
24534,175693,2023-04-28,1803,Delivered,In Transit,UPI,Same Day,SID-AV0WQLeCbPRM
24535,152450,19/08/2024,551,Shipped,Returned,Credit Card,Express,SID-44S4C2b5PDNR
24536,234127,"Dec 31, 2023",1683,  ,In Transit,Debit Card,Next Day,SID-P6gvmF08fdRD
24537,194267,"Nov 05, 2024",7177,Returned,Packed,Credit Card,Standard,SID-QQyZFMTisMwy
24538,232169,2023-01-21,2326,Shipped,Not Shipped,UPI,Next Day,SID-bUUFUKtnNp7x
24539,239202,"Jun 12, 2024",1218,Returned,Packed,Wallet,Next Day,SID-PPn6gmAMSkoG
24540,200718,11/04/2023,3746,Pending,Packed,Cash on Delivery,Same Day,SID-OkESxNw1JvD0
24541,143908,2024-09-21,3103,Processing,In Transit,Debit Card,Express,SID-8BqIb2D5GymD
24542,214081,"Mar 15, 2025",6234,Pending,Not Shipped,UPI,Same Day,SID-tY7Zox0pooXd
24543,227412,"Oct 04, 2024",7598,Cancelled,In Transit,Cash on Delivery,Same Day,SID-JMy2aonG7dfG
24544,132607,"Oct 31, 2024",6487,Cancelled,Packed,Net Banking,Express,SID-93AvIWlWV4hA
24545,227718,03-14-2024,1256,Cancelled,Delivered,Debit Card,Next Day,SID-vvt5czvDYfuU
24546,111532,01-04-2025,2567,Delivered,Packed,Debit Card,Same Day,SID-lxyAUmWHtgML
24547,122142,"May 16, 2025",3185,Returned,Delivered,Debit Card,Next Day,SID-3X8WNOufvaHm
24548,100159,07/02/2024,4691,Cancelled,Not Shipped,UPI,Express,SID-YFK1iELfOsUu
24549,185036,01-22-2023,7289,Cancelled,Returned,Cash on Delivery,Same Day,SID-HRg8tsxPOGQI
24550,197167,01-28-2025,4972,Pending,Returned,Net Banking,Express,SID-XHnILGIuofq0
24551,183680,2024-10-31,8588,Delivered,Returned,Cash on Delivery,Express,SID-m50cy4okjcFU
24552,106492,2024-05-16,2951,Pending,Returned,Wallet,Same Day,SID-T6O2GQpM25hx
24553,141021,"Jan 21, 2023",9296,,Packed,Credit Card,Express,SID-mygUADEsZuli
24554,235127,"Sep 19, 2023",6977,Pending,Delivered,Debit Card,Express,SID-zr9IuSfCJUdY
24555,156788,11-28-2024,6282,Returned,Returned,Net Banking,Same Day,SID-Nhw6AWFcrBdk
24556,204357,08/01/2023,6840,Cancelled,Not Shipped,UPI,Express,SID-beLUxyQCrQnt
24557,221222,08-10-2024,538,Delivered,Packed,Cash on Delivery,Express,SID-cd7wDTKaRCVA
24558,192074,22/01/2024,1817,Returned,Packed,UPI,Same Day,SID-ACsTNsClv6vm
24559,194495,"Jul 03, 2024",5425,Shipped,Returned,Wallet,Next Day,SID-wju6AyZe3bxs
24560,100013,09-18-2023,4766,Returned,Delivered,Wallet,Next Day,SID-FJRUIAWhf9kD
24561,159936,2024-08-07,8736,Cancelled,Packed,Cash on Delivery,Next Day,SID-cNhyACZaL7E5
24562,149432,2025-04-08,6890,Returned,Not Shipped,Debit Card,Next Day,SID-xwyPgJrYOfLW
24563,147527,"Jun 08, 2025",3468,Returned,In Transit,Wallet,Same Day,SID-jncrREfWnVwZ
24564,237668,2023-07-07,5438,Pending,Not Shipped,Cash on Delivery,Same Day,SID-L7FVrTSRzrI1
24565,123356,21/08/2027,7289,Pending,Packed,Net Banking,Express,SID-JOZ1qUejwQex
24566,125880,09/02/2025,1286,Processing,Returned,Debit Card,Same Day,SID-KxAP5ka6LPEt
24567,150310,05-31-2025,494,Delivered,Delivered,Credit Card,Standard,SID-hJgBbtI0IEg2
24568,117558,"Jul 25, 2023",9361,Delivered,Delivered,Net Banking,Same Day,SID-E3ygJy5NkY6Q
24569,181297,2023-01-05,10009,Shipped,Packed,Net Banking,Express,SID-ip8oSiL5msbc
24570,127529,29/09/2024,8171,Pending,Returned,Debit Card,Standard,SID-dVi4njXPo3TU
24571,161030,"Mar 15, 2023",1782,Processing,Delivered,UPI,Express,SID-FR94jMxKaXQ6
24572,113789,07/07/2023,1649,Shipped,Not Shipped,Cash on Delivery,Next Day,SID-xd2WleFRtSb1
24573,223544,03-11-2023,1569,Cancelled,Packed,UPI,Next Day,SID-R9KI1bKjkiaA
24574,230172,12-24-2024,4788,Pending,In Transit,UPI,Express,SID-GJCoBOSK81e5
24575,212438,"Dec 25, 2023",9257,Processing,In Transit,UPI,Same Day,SID-vTZdNEzLuqPX
24576,159121,11/03/2024,3034,Shipped,Delivered,Credit Card,Standard,SID-YgRnfRZazE8X
24577,211051,2024-12-25,7929,Shipped,Packed,Cash on Delivery,Express,SID-Qb9QBJ5ZLdF1
24578,201228,2024-07-10,3761,Cancelled,Returned,Debit Card,Next Day,SID-K14iGtG9DNy6
24579,245521,12-18-2024,1918,Processing,Delivered,Debit Card,Same Day,SID-aN5Vp7Yh9qlb
24580,136607,"Mar 27, 2024",8370,Pending,Delivered,Net Banking,Next Day,SID-PoFURTl6GNBI
24581,244788,"Dec 16, 2024",573,Delivered,In Transit,UPI,Next Day,SID-qYT4TLSl7v8E
24582,248551,04-10-2025,5617,Returned,Delivered,Wallet,Same Day,SID-YPAIvudyyhV2
24583,163956,2025-01-13,9178,Shipped,Packed,Credit Card,Express,SID-QDgmDa87xLbx
24584,170657,25/05/2025,6131,Cancelled,In Transit,UPI,Standard,SID-WfC5x9OSo310
24585,189973,30/11/2024,10138,Cancelled,Delivered,Credit Card,Next Day,SID-lWZwGLjzV6BX
24586,222373,04-12-2025,4567,Processing,Packed,UPI,Same Day,SID-nFxvpvfTvwk8
24587,198240,"Dec 26, 2023",3495,Delivered,Returned,Wallet,Same Day,SID-YZh5VwhZSCre
24588,180088,2024-04-07,2611,Delivered,Returned,Net Banking,Express,SID-iWuYCezLpgBR
24589,139989,11-23-2023,4674,Returned,Delivered,Wallet,Next Day,SID-r5GCGy3I2n5W
24590,119655,02-11-2024,8854,Processing,In Transit,Wallet,Standard,SID-BlFwPkLTffm5
24591,191084,12-08-2023,7952,Processing,Returned,Cash on Delivery,Next Day,SID-5lGTgjBcWCt8
24592,240317,"Dec 11, 2023",5292, Pending ,Delivered,Credit Card,Standard,SID-JlLRSL03RYJm
24593,192931,2024-12-05,4003,Returned,Packed,Credit Card,Standard,SID-zL7z8wOOhH4Q
24594,228570,15/07/2024,3896,Processing,Packed,Debit Card,Express,SID-uv78KPVl7YJ6
24595,172852,"Dec 31, 2024",8086,Pending,Returned,Wallet,Next Day,SID-R1Bnjy9molK2
24596,106527,05-13-2024,5576,Cancelled,Packed,Cash on Delivery,Same Day,SID-RQQS2dldoWyG
24597,243039,2023-06-08,5390,Returned,Packed,Debit Card,Next Day,SID-3o9kTbRVDkge
24598,223019,2025-01-07,4304,Processing,Not Shipped,Cash on Delivery,Next Day,SID-916xfP7HG7oi
24599,216809,"May 01, 2023",7418,Pending,Returned,Credit Card,Same Day,SID-Fk58uWNSqAcR
24600,159826,"Aug 29, 2024",7492,Delivered,In Transit,Wallet,Next Day,SID-1Dqs2PxORRnA
24601,143807,28/10/2023,7061,Shipped,Returned,UPI,Express,SID-zMMHpQBV5w9O
24602,230566,20/08/2024,6131,Processing,Delivered,Credit Card,Next Day,SID-aF7BtTDAZu8R
24603,126084,2023-02-03,1997,Processing,Delivered,Cash on Delivery,Next Day,SID-MyGvmRt3B6s6
24604,225434,"Dec 30, 2023",4899,Processing,Packed,Cash on Delivery,Standard,SID-OgLW7VS0Gm3n
24605,198831,28/09/2023,2503,Shipped,Packed,Debit Card,Standard,SID-GKiZuuM9uu89
24606,123793,"Apr 17, 2025",1305,Returned,Packed,Wallet,Standard,SID-WpeELKOHtW4X
24607,208099,06-02-2023,1620,Cancelled,Packed,UPI,Next Day,SID-dEQeRl6uZfQO
24608,113956,30/03/2023,9558,Delivered,Packed,Debit Card,Standard,SID-pUl17w3pb3dd
24609,208949,25/02/2024,6085,Delivered,In Transit,Debit Card,Standard,SID-YuJ9LaODqnPr
24610,111049,2024-07-13,7999,Pending,Delivered,UPI,Express,SID-6csMnjNScymO
24611,127351,07/02/2023,4564,Pending,Returned,Cash on Delivery,Standard,SID-r6A523XNCEkX
24612,114333,05-03-2025,7288,Pending,Packed,Debit Card,Next Day,SID-dbhRb95B34cs
24613,160274,04-22-2025,8459,Delivered,In Transit,UPI,Express,SID-ylB6t307Nk84
24614,111132,"Jun 12, 2024",1362,Cancelled,Not Shipped,UPI,Same Day,SID-b1i7iVqoOTVz
24615,187887,2024-06-04,1571,Returned,Delivered,Net Banking,Express,SID-eZiAg3IqXmDG
24616,202634,"Jan 13, 2025",7877,Pending,Not Shipped,Debit Card,Standard,SID-Bm4IDQnC5aWw
24617,235836,12-12-2024,7704,Pending,Packed,Cash on Delivery,Express,SID-uRKXBjZdY8uc
24618,185666,2025-04-30,4553,Delivered,Returned,Cash on Delivery,Same Day,SID-XLjmpIjd0349
24619,217622,2025-02-13,7632,Pending,Not Shipped,Cash on Delivery,Standard,SID-A87ROtUyyjcY
24620,153184,06-24-2023,3205,Pending,Packed,Net Banking,Standard,SID-pikF1JEqiOh9
24621,157827,2024-11-23,8028,Pending,Delivered,Credit Card,Next Day,SID-mp8GMMirH1Fx
24622,228790,24/06/2024,1086,Processing,Packed,Debit Card,Express,SID-sOcTWpH1zZmf
24623,144761,26/09/2023,1607,Shipped,Delivered,Net Banking,Express,SID-S2ewNpnrm2he
24624,141629,09-04-2024,5873,Delivered,Packed,Credit Card,Same Day,SID-aqniyYzBjgNJ
24625,138893,"Jan 12, 2025",1824,Shipped,Packed,Wallet,Same Day,SID-RNsIXNqXQLnh
24626,246911,"Apr 17, 2023",6696,Shipped,Delivered,Credit Card,Standard,SID-kzidVyemQ3KB
24627,134735,06/06/2023,6859,Processing,Delivered,Credit Card,Standard,SID-C0u85CB58PYX
24628,243152,"Oct 02, 2023",7870,Pending,Not Shipped,UPI,Next Day,SID-Wj8N6gYmMByn
24629,195281,09-08-2024,9944,Shipped,In Transit,UPI,Next Day,SID-ZfnUwddSg99W
24630,226037,05-17-2023,675,Delivered,Packed,Debit Card,Same Day,SID-sMf03EkFUKln
24631,101590,"Jan 21, 2024",9282,Returned,Delivered,Debit Card,Same Day,SID-01hXF2btS26o
24632,237268,"Apr 01, 2023",5283,Shipped,Not Shipped,Cash on Delivery,Standard,SID-6lmA0k08UrBA
24633,159306,2023-01-22,5107,Processing,Delivered,UPI,Standard,SID-qLgKAoYf18Dy
24634,143986,05-28-2023,7446,Shipped,Not Shipped,UPI,Next Day,SID-IYaL0iqEOWx6
24635,134659,11-28-2024,3245,Pending,Packed,Wallet,Same Day,SID-ZXnQYWWYsY5v
24636,186608,26/12/2023,971,Processing,Packed,Wallet,Next Day,SID-KbKWCi2Rdl1A
24637,149367,"Mar 03, 2024",9322,Shipped,Delivered,UPI,Next Day,SID-QO0C7KKQF1aI
24638,145504,"Apr 16, 2025",6712,Cancelled,Packed,UPI,Same Day,SID-zSuTTLjj78zV
24639,208883,05-27-2023,9887,Pending,Delivered,Net Banking,Same Day,SID-tMxB2esDYqJs
24640,103103,"Sep 24, 2024",6439,Pending,Not Shipped,Net Banking,Express,SID-fstjJdfTo5UH
24641,247505,"Mar 01, 2025",8395,Shipped,Delivered,Debit Card,Express,SID-BnscIK0B3CI2
24642,156418,07-14-2023,6523,,Returned,Cash on Delivery,Same Day,SID-yWaMGjM4nNfx
24643,129883,08-06-2024,8246,Pending,Packed,Debit Card,Express,SID-nmMtg69GN1vD
24644,241619,"Apr 02, 2024",9006,Cancelled,Not Shipped,Credit Card,Same Day,SID-vrQ0gBckHp04
24645,156519,09-13-2024,2256,Processing,Returned,Wallet,Standard,SID-9TkTM6cVvnT9
24646,163256,2023-08-28,6870,Delivered,Packed,Credit Card,Standard,SID-gW4AGtsTeLql
24647,112716,2024-10-27,9204,Pending,Delivered,Net Banking,Express,SID-mcuPbgZLpSDA
24648,117873,11/06/2025,7078,Pending,In Transit,Wallet,Standard,SID-BufNl2YACqww
24649,219690,2023-03-11,778,Pending,Not Shipped,Cash on Delivery,Next Day,SID-5y8fBpzAPJRa
24650,130026,06-18-2025,2756,Cancelled,In Transit,UPI,Same Day,SID-fhxSSK05IxDj
24651,131642,"Jan 25, 2024",3817,Pending,Not Shipped,Wallet,Same Day,SID-qf837ky6JKXC
24652,235033,"Apr 22, 2024",10037,Pending,In Transit,UPI,Standard,SID-3F6mI6IqPUqI
24653,217772,08-23-2024,5262,Delivered,Delivered,Debit Card,Same Day,SID-oSHpFmh5U1dg
24654,103521,2025-01-17,6740,Cancelled,Packed,Credit Card,Next Day,SID-shl7hRyV0PnE
24655,176732,2023-10-06,853,Pending,Not Shipped,UPI,Standard,SID-LvmtMYErxJtM
24656,168755,2023-08-13,7652,Pending,Packed,UPI,Express,SID-InnYF2o3jTNW
24657,115558,2025-05-09,6752,Returned,Returned,UPI,Same Day,SID-SMkIw3VSu8Lh
24658,233975,12-20-2023,843,Delivered,Delivered,UPI,Next Day,SID-OnSCSOKP2L8O
24659,104926,15/01/2025,9997,Cancelled,Delivered,Wallet,Standard,SID-IL3wmwMRlfAT
24660,225462,2024-06-04,4216,Pending,In Transit,Net Banking,Next Day,SID-iouOTtsSHzLJ
24661,158344,05-20-2025,3527,Pending,In Transit,Wallet,Standard,SID-LUCf6OZ1dIwD
24662,219012,2024-02-19,5819,Pending,Returned,UPI,Same Day,SID-e2qhYOo0VlUu
24663,172317,05-19-2024,8976,Shipped,Not Shipped,Credit Card,Same Day,SID-Re4JDcR7pSh5
24664,159436,2024-11-06,7881,Processing,Delivered,UPI,Next Day,SID-FndVzfbO3iD9
24665,152794,02-17-2025,2164,Processing,Not Shipped,UPI,Same Day,SID-TwX9ojSXdJnx
24666,149825,2025-02-07,7183,Pending,In Transit,Debit Card,Express,SID-M23ML5rP9Nxd
24667,169842,04-12-2023,4059,Processing,Delivered,Credit Card,Standard,SID-CmbLjM9CLNKn
24668,228151,"Jul 21, 2024",3344,Processing,Not Shipped,Net Banking,Express,SID-kn6w39doCaqG
24669,236877,07-28-2023,8822,Returned,Packed,UPI,Standard,SID-zPpbjeMmtcbd
24670,210783,07/01/2023,372,Returned,Not Shipped,Debit Card,Standard,SID-9klQnTumyUDu
24671,192119,08/04/2024,3612,Returned,Delivered,Net Banking,Next Day,SID-fFWVL9AdxDre
24672,150563,01-19-2024,9608,Pending,Packed,Debit Card,Express,SID-YzxFgtVmtKvW
24673,111678,2024-05-03,6296,Processing,Packed,Net Banking,Same Day,SID-InIzkFQq2EmF
24674,150559,23/04/2024,9829,Cancelled,Packed,UPI,Standard,SID-LVbgaRDZEsq0
24675,147411,2023-05-14,1380,Delivered,Returned,Wallet,Standard,SID-v6QXRMK4AVeS
24676,188530,27/05/2023,9205,Shipped,Not Shipped,Wallet,Next Day,SID-kY9YdCvipQNs
24677,248408,20/05/2024,1095,Delivered,In Transit,Cash on Delivery,Express,SID-koeT96DsLiSm
24678,146023,2024-07-02,1794,Cancelled,In Transit,Debit Card,Standard,SID-Y07gSQDcXBCN
24679,217977,2024-10-31,7059,Returned,Delivered,Net Banking,Express,SID-zn0gE3q8llfY
24680,114532,05-02-2023,5436,Shipped,Not Shipped,Net Banking,Same Day,SID-Yz0F7mIxUcRl
24681,180164,22/11/2024,6208,Cancelled,Returned,Net Banking,Express,SID-swZgtkLmQUfz
24682,247908,2024-03-08,7685,Shipped,Not Shipped,Net Banking,Same Day,SID-cfQ9BXUClSlU
24683,219817,2023-02-04,6619,Returned,Returned,Debit Card,Next Day,SID-tXyzmShuYMsw
24684,160230,"Jan 27, 2024",3400,Pending,In Transit,UPI,Express,SID-8JKEhLDV7lrZ
24685,212720,2025-02-13,4726,Cancelled,Not Shipped,Cash on Delivery,Standard,SID-rZZt3zpMMjXp
24686,145914,24/01/2025,5219,Delivered,Returned,Wallet,Next Day,SID-CI1IoakYWRMm
24687,108539,2023-02-24,8809,Returned,Not Shipped,Wallet,Standard,SID-gB4YddWHe02b
24688,185009,12/01/2024,7619,Shipped,In Transit,Credit Card,Next Day,SID-I3xlBUQ37MlM
24689,100344,17/12/2024,327,Pending,Not Shipped,Cash on Delivery,Express,SID-dyYNSTsl17Cs
24690,118513,07-08-2024,9862,Pending,Delivered,Wallet,Next Day,SID-HseU5H7fVOcW
24691,226135,"Mar 13, 2024",4217,Shipped,Packed,Cash on Delivery,Express,SID-sedNnIIWrJbr
24692,144850,02/03/2025,7789,Shipped,Returned,Debit Card,Express,SID-4sVpry1KlBEF
24693,118018,"Jun 07, 2024",5868,Shipped,Delivered,Debit Card,Next Day,SID-iGA9K3cFepAC
24694,236986,05-21-2025,8474,Processing,In Transit,Net Banking,Express,SID-T5yRUlYE4BID
24695,119042,2025-06-13,5201,Shipped,Returned,Credit Card,Express,SID-3V4CbIIbLRvo
24696,211352,09-10-2023,6108,Processing,Delivered,Wallet,Express,SID-4ioduu5yui63
24697,233162,10/08/2024,9380,Returned,In Transit,Cash on Delivery,Next Day,SID-i6wY9MIe25O7
24698,227599,01-02-2024,4291,Delivered,Delivered,UPI,Standard,SID-hjlguAdF89yd
24699,200155,03-10-2023,9102,Pending,In Transit,Credit Card,Next Day,SID-k4RVDZI393H4
24700,237270,2024-08-13,8206,Shipped,Delivered,Credit Card,Standard,SID-qgaLAVnHVyjY
24701,190093,2023-03-11,1820,Shipped,Packed,Wallet,Express,SID-vqsmE0ovVhvg
24702,189997,03-21-2024,3108,Shipped,In Transit,UPI,Express,SID-huMxYgaJOgFE
24703,102257,2024-05-12,3211,Returned,In Transit,Credit Card,Next Day,SID-vbQVikp9DfDD
24704,152946,10-23-2023,8371,Pending,Delivered,Wallet,Express,SID-FVksuSTK67Bd
24705,188761,24/05/2025,1334,Pending,Not Shipped,Debit Card,Same Day,SID-vJrjseo8oYgY
24706,126276,"Nov 29, 2024",5787,Processing,Not Shipped,Wallet,Standard,SID-hvVzFeZyQPcG
24707,130688,2025-01-03,6160,Shipped,Packed,UPI,Same Day,SID-xonAkoQN3E9c
24708,162838,03-05-2025,9050,Pending,Not Shipped,Debit Card,Next Day,SID-yd0BA8SdKFxq
24709,146084,08-19-2023,6685,Shipped,In Transit,Net Banking,Express,SID-glbZkSa8Onwh
24710,106797,04-11-2024,1354,Cancelled,Not Shipped,Net Banking,Standard,SID-AxwPDZWb0hOu
24711,169858,2024-11-02,9835,Shipped,Delivered,Credit Card,Same Day,SID-2Zz2TBID0WSv
24712,221090,03-07-2025,8979,Shipped,In Transit,Net Banking,Same Day,SID-EKC3geMZbOqR
24713,147007,26/03/2023,8462,Cancelled,Not Shipped,Cash on Delivery,Same Day,SID-Waho8mf5iOUM
24714,162584,29/05/2023,6316,Returned,Packed,Wallet,Standard,SID-U1Pfd4nsEBOf
24715,198282,"Oct 20, 2023",1545,Delivered,In Transit,Cash on Delivery,Next Day,SID-uZ5Xd5aKvEch
24716,184641,17/03/2024,6133,Delivered,Delivered,Cash on Delivery,Standard,SID-Njt5WohQOqHY
24717,123323,01-15-2024,9169,Shipped,Packed,Net Banking,Express,SID-XtokxhruAuGf
24718,210185,"Jul 09, 2023",9889,,Delivered,Cash on Delivery,Next Day,SID-m9pyCbfsLdIN
