inventory_id,product_id,warehouse_id,stock_quantity,reserved_stock,damaged_stock,last_updated,remarks
26601,10947,4356,185.0,41,1,2025-04-30,RMK-IM712H
26602,3689,8933,384.0,1,7,"May 31, 2025",RMK-FMKFIR
26603,1066,332,330.0,53,0,2024-04-09,RMK-QY1MKX
26604,4604,527,304.0,19,6,"Mar 21, 2025",RMK-7K31CY
26605,8103,8093,83.0,10,0,2023-05-23,RMK-PEOKLU
26606,7459,5214,195.0,11,3,"Nov 13, 2024",RMK-CHQB2V
26607,12711,9802,341.0,66,0,02-02-2025,RMK-S8VEOC
26608,9475,2675,422.0,60,13,04-25-2023,RMK-UM70Q9
26609,12343,8222,232.0,5,7,08/06/2024,RMK-RN43S3
26610,6329,4025,121.0,3,6,03-30-2023,RMK-4WK6IN
26611,5871,7739,252.0,61,5,2023-08-13,RMK-FWY3S0
26612,7610,3202,109.0,17,5,05-18-2024,RMK-O5NBX3
26613,3160,8296,309.0,33,15,"Jan 10, 2025",RMK-1KMZUL
26614,11679,1548,424.0,9,0,08-21-2023,RMK-2NSZ8V
26615,1627,5189,84.0,12,2,2025-06-05,RMK-XFKSFA
26616,3062,7916,395.0,35,1,"Apr 15, 2025",RMK-CWQNV5
26617,298,6570,490.0,36,18,2025-05-10,RMK-A7YLTF
26618,6476,5302,302.0,25,1,10/08/2024,RMK-FHOOU0
26619,685,7558,371.0,41,11,09-16-2023,RMK-GJX0LX
26620,4855,1312,32.0,1,1,2025-03-02,RMK-2TSQRT
26621,7437,7160,333.0,87,10,07-08-2024,RMK-4K65M0
26622,2034,6475,337.0,100,11,"Sep 01, 2023",RMK-O2K8YI
26623,7732,9231,52.0,10,0,2023-06-19,RMK-EH0I1K
26624,2779,1842,133.0,19,3,2023-12-24,RMK-8B8XEI
26625,1811,7647,156.0,14,3,28/12/2024,RMK-923SBU
26626,7775,9263,111.0,15,2,10-14-2024,RMK-83NNKK
26627,8257,7128,43.0,6,2,05-07-2024,RMK-1DFEFC
26628,929,1747,278.0,77,9,"Apr 13, 2023",RMK-PQU891
26629,5660,9360,477.0,112,23,2024-01-15,RMK-377IBC
26630,11850,8615,59.0,1,0,"Apr 06, 2024",RMK-26WXM4
26631,267,6219,31.0,2,0,"Mar 15, 2025",RMK-45U9Y4
26632,7189,9479,8.0,0,0,05/01/2023,RMK-9BMHP0
26633,5084,4138,459.0,55,22,2023-01-23,RMK-7AGQ5T
26634,11495,7553,145.0,26,4,"Mar 16, 2023",RMK-YNN5UK
26635,5247,3315,338.0,31,14,2024-05-30,RMK-HT2LCN
26636,4936,4674,483.0,23,9,05/04/2023,RMK-T5RK7T
26637,10206,4584,289.0,67,1,"Dec 14, 2024",RMK-PSWIGF
26638,6084,5360,154.0,19,6,2023-09-12,RMK-25RF6B
26639,2307,5485,464.0,38,23,"Oct 22, 2024",RMK-F8G2L7
26640,9524,7620,152.0,16,4,"Jun 09, 2024",RMK-SOXN46
26641,8023,4526,35.0,1,0,2024-02-07,RMK-HVNWUE
26642,1227,271,33.0,4,1,"Oct 01, 2023",RMK-U905X1
26643,4657,3418,440.0,7,9,08-08-2023,RMK-R6LYFU
26644,9443,8452,112.0,28,3,05-08-2025,RMK-JA9LRU
26645,6313,220,112.0,8,0,2024-03-20,RMK-UYY860
26646,1018,8183,30.0,7,0,25/04/2023,RMK-DQPZMA
26647,4450,443,73.0,9,0,"May 27, 2025",RMK-L0G97R
26648,469,5079,338.0,77,9,"Mar 25, 2023",RMK-GO89LL
26649,1224,7392,96.0,21,3,12/05/2023,RMK-7FRFUA
26650,2763,3040,366.0,9,9,2025-03-29,RMK-Z9RMQV
26651,10274,5489,199.0,27,9,01-31-2024,RMK-EZP5S2
26652,2757,3232,59.0,15,2,2023-04-15,RMK-K5A4MW
26653,5482,3507,71.0,8,1,11-03-2023,RMK-K4KXB9
26654,11019,10082,463.0,41,22,02/01/2024,RMK-SVX02X
26655,3118,7837,425.0,106,9,"Oct 04, 2024",RMK-PBS6B0
26656,8031,3658,193.0,44,6,2023-10-12,RMK-B7B9Z3
26657,2430,3943,474.0,140,18,"Apr 27, 2024",RMK-WLS1TL
26658,3183,2599,369.0,61,14,17/03/2024,RMK-K8ND72
26659,2230,2891,486.0,124,18,06-26-2024,RMK-MW33Z3
26660,3515,3968,254.0,56,9,2023-07-18,RMK-D2NG40
26661,12007,2194,174.0,28,5,"Apr 09, 2024",RMK-QZYM8V
26662,11376,8920,130.0,8,5,07/02/2023,RMK-8GFI8D
26663,5889,8105,260.0,23,10,"Mar 22, 2024",RMK-3O3O0E
26664,1414,1154,405.0,0,14,05-11-2023,RMK-L1PJM0
26665,1223,1612,458.0,100,11,25/01/2024,RMK-2RNF5J
26666,8873,1105,338.0,42,0,09-12-2023,RMK-Q8WSPK
26667,11807,6517,85.0,13,2,2024-12-17,RMK-EENDO7
26668,6063,282,259.0,39,0,11/05/2023,RMK-1A006G
26669,5677,7924,218.0,27,3,06-12-2023,RMK-3UMEKG
26670,4311,8939,88.0,7,2,26/02/2023,RMK-AOZP4J
26671,8558,6522,453.0,92,0,"Jan 15, 2025",RMK-TQIK8Q
26672,4716,3621,188.0,47,1,20/11/2023,RMK-NDLSDR
26673,10927,8851,29.0,6,1,03-25-2025,RMK-A5CY0O
26674,8692,9644,0.0,0,0,17/01/2024,RMK-K94AON
26675,10747,7701,141.0,20,0,17/12/2024,RMK-H0KI07
26676,9563,413,8.0,2,0,2024-09-29,RMK-ZSOU1A
26677,1768,8475,408.0,106,13,"Oct 21, 2024",RMK-NJ14S2
26678,1163,4784,203.0,36,10,"May 02, 2025",RMK-4ZM40O
26679,96,2779,470.0,41,7,11/03/2023,RMK-63D24A
26680,7085,3445,490.0,42,19,01-14-2025,RMK-WKH1LF
26681,12222,1518,220.0,32,7,06/05/2024,RMK-0YF89L
26682,7184,1403,166.0,6,3,23/02/2025,RMK-5F9ED6
26683,276,3663,35.0,4,0,"Oct 04, 2023",RMK-0V9QRP
26684,1339,364,184.0,2,1,12-06-2023,RMK-H0MLK8
26685,8787,5763,298.0,81,0,2023-11-08,RMK-LUQVWY
26686,8018,5245,8.0,1,0,12-08-2024,RMK-LGIWJU
26687,12424,1165,242.0,12,6,01-18-2024,RMK-ME70J7
26688,8199,4949,324.0,42,14,02/03/2023,RMK-JZFRBG
26689,8031,9941,407.0,9,1,05-22-2024,RMK-SY0IUY
26690,11429,8846,330.0,28,6,11/06/2024,RMK-7DXBMV
26691,2894,6699,450.0,75,12,28/01/2025,RMK-0PCN37
26692,4195,2108,10.0,1,0,2025-01-05,RMK-99NAKX
26693,6064,1568,200.0,57,7,09/03/2023,RMK-J0AWB0
26694,4826,4494,274.0,71,12,03-18-2023,RMK-GDM4ST
26695,56,5646,252.0,10,2,"May 13, 2024",RMK-QT10ED
26696,10585,8166,421.0,15,20,01-29-2025,RMK-1E995V
26697,3759,4028,211.0,23,5,2025-01-18,RMK-860VRB
26698,5313,9215,88.0,9,4,25/12/2024,RMK-D35KU9
26699,417,9078,129.0,1,4,13/02/2023,RMK-AV1M6X
26700,10469,5381,386.0,19,17,05-29-2025,RMK-LTGMVO
26701,12209,5770,107.0,20,2,"Dec 17, 2023",RMK-KKIS1A
26702,2250,1581,194.0,48,1,"Jul 03, 2024",RMK-RGAJ4S
26703,391,4857,110.0,14,0,04/03/2024,RMK-LLGEME
26704,435,8922,117978.0,21878,350,"May 20, 2023",RMK-LWT0ZF
26705,6714,8002,87.0,9,1,19/04/2023,RMK-W4MAXG
26706,11342,574,,,,"Jun 12, 2025",RMK-YRJM39
26707,11065,5290,125.0,19,1,"Mar 20, 2025",RMK-2QFROL
26708,10948,3774,33.0,9,1,"Jan 22, 2025",RMK-BXD4C8
26709,11330,9279,89.0,23,4,2023-05-24,RMK-PDF79J
26710,7937,6858,141.0,2,7,09/03/2023,RMK-WHO954
26711,8933,6524,484.0,64,23,07/02/2023,RMK-5TOKOV
26712,5429,2152,184.0,10,5,20/05/2023,RMK-06NN22
26713,9972,4077,56.0,11,2,17/04/2024,RMK-1OW85N
26714,8562,507,158.0,12,1,2023-02-11,RMK-MT0Q9A
26715,11386,4592,373.0,2,16,2024-06-05,RMK-1XYFXX
26716,8092,9165,474.0,29,22,2024-06-16,RMK-0BSI5K
26717,2160,8342,115.0,25,1,"May 23, 2025",RMK-CQNGBN
26718,10396,2784,21.0,1,0,05-07-2024,RMK-8T067M
26719,9019,2948,11.0,2,0,"Mar 17, 2023",RMK-XX9Q5O
26720,4948,7057,260.0,7,13,02-24-2024,RMK-3YCU9R
26721,10978,5041,171.0,42,2,01-04-2023,RMK-O987X1
26722,3581,2310,90.0,27,1,05-28-2023,RMK-9ETWWL
26723,87,2831,345.0,54,2,"Mar 29, 2023",RMK-9YIC2B
26724,6678,10116,349.0,93,9,01-24-2025,RMK-LGQKNK
26725,3091,3500,110.0,22,2,07-03-2024,RMK-NJ02VJ
26726,719,8361,464.0,20,14,"Dec 18, 2023",RMK-5F5RIE
26727,7628,7077,136.0,19,4,"Sep 28, 2023",RMK-AA3NS4
26728,5430,7741,496.0,129,13,"May 09, 2025",RMK-ME31Z9
26729,432,4877,346.0,40,17,03-06-2025,RMK-T3ZIRA
26730,3566,9185,182.0,51,7,25/11/2023,RMK-4VIHGX
26731,8326,1539,379.0,35,14,"Oct 25, 2024",RMK-WN9B8P
26732,10946,8703,235.0,61,11,2023-09-21,RMK-7CY14L
26733,10416,2783,4.0,1,0,2025-05-07,RMK-AIFSQA
26734,603,345,482.0,106,3,2023-05-01,RMK-EWUPZJ
26735,9078,4453,353.0,53,4,2023-12-27,RMK-FYI0NI
26736,1399,1676,91.0,3,3,04-02-2025,RMK-7EBCIT
26737,11868,590,233.0,46,1,2023-01-19,RMK-QIHHCO
26738,4515,5321,462.0,53,1,25/03/2023,RMK-ZIYW99
26739,9608,5946,413.0,46,9,12/11/2023,RMK-SZ0N40
26740,5121,7986,229.0,48,2,01-21-2025,RMK-AW95BP
26741,7874,98,335.0,86,8,01/08/2024,RMK-HM38CQ
26742,2575,3919,282.0,74,11,02/12/2023,RMK-UTB2N4
26743,1629,7335,267.0,8,12,31/12/2024,RMK-59JNT8
26744,5612,5315,176.0,31,5,03/06/2023,RMK-806ZOD
26745,2402,3194,74.0,1,1,2023-11-08,RMK-88HI8H
26746,57,3972,358.0,58,11,"Feb 12, 2025",RMK-LTFMMN
26747,1580,6898,403.0,64,12,12-15-2023,RMK-653MRE
26748,8932,1976,304.0,54,11,"Jan 08, 2023",RMK-YRMSB6
26749,4703,5813,133.0,15,6,2024-07-19,RMK-1Q9VDA
26750,6863,8532,155.0,45,7,"Dec 28, 2023",RMK-17NLUF
26751,693,2487,14.0,2,0,05-02-2024,RMK-P8GGEN
26752,274,7769,259.0,11,3,2023-08-22,RMK-UE2KNF
26753,12308,4487,253.0,66,10,"Sep 06, 2023",RMK-QQILA4
26754,3351,4025,413.0,112,18,06-18-2023,RMK-JPWTTQ
26755,4865,5956,127.0,17,4,2024-03-02,RMK-3FZRGQ
26756,7949,976,452.0,58,9,03-17-2023,RMK-C1C87W
26757,1648,5348,233.0,42,8,01-05-2025,RMK-85BFFF
26758,12336,9957,303.0,55,15,"Jan 12, 2025",RMK-DW4CTZ
26759,4310,3769,24.0,5,0,19/08/2024,RMK-WKHHSB
26760,141,6601,140.0,18,6,02-20-2025,RMK-Z7OSJW
26761,6609,7258,101.0,12,4,11-30-2023,RMK-7BEFDF
26762,11043,2567,249.0,64,3,2024-12-05,RMK-6IY4SE
26763,4923,9383,261.0,26,2,2025-04-16,RMK-FOQKUT
26764,8659,9191,41.0,6,2,10-20-2023,RMK-9B49LZ
26765,5998,3804,365.0,2,3,2025-05-02,RMK-SA2R20
26766,2227,6713,438.0,75,5,27/02/2024,RMK-NNII4M
26767,6734,1482,78.0,16,2,"Jan 07, 2023",RMK-J9AAJG
26768,2778,8660,38.0,11,0,02-03-2025,RMK-0IPPBQ
26769,6017,4069,104.0,27,2,2023-06-27,RMK-40NON8
26770,9517,7309,477.0,41,8,2025-04-16,RMK-DXHOSK
26771,1480,3150,81.0,1,1,03-06-2023,RMK-00JDCL
26772,3128,4159,228.0,25,7,2025-04-11,RMK-8JYAI9
26773,199,784,50.0,3,1,19/01/2023,RMK-3O5KHV
26774,4101,2750,163.0,16,0,"Jan 04, 2025",RMK-LEUI7Z
26775,1367,1783,292.0,10,11,2025-02-17,RMK-KFD8RH
26776,2334,4111,364.0,17,17,"May 04, 2025",RMK-MG3HSC
26777,9243,3527,38.0,4,1,"Nov 17, 2023",RMK-VQEGYM
26778,1226,6236,180.0,18,9,2024-10-14,RMK-J4O000
26779,5939,574,477.0,80,15,"Jan 31, 2024",RMK-MPWL2B
26780,2244,10000,302.0,25,7,2023-05-29,RMK-5SNIT1
26781,10560,70,78.0,11,2,12-26-2023,RMK-UJEFZS
26782,8566,6610,101.0,14,3,09-27-2024,RMK-5H76ZN
26783,1149,6845,413.0,85,3,04-20-2024,RMK-TVZS9C
26784,1093,6174,496.0,33,1,"Mar 15, 2024",RMK-G4SO46
26785,11880,10060,219.0,38,4,10-04-2023,RMK-1BLR0O
26786,501,7194,422.0,27,11,2023-02-28,RMK-TFSY9Z
26787,10784,6519,346.0,79,9,03/01/2025,RMK-UY8GY3
26788,262,8307,106.0,5,1,02-06-2024,RMK-9CSQTM
26789,7576,9130,51.0,0,1,"Feb 24, 2025",RMK-WUP6XL
26790,5922,3320,436.0,87,17,"Nov 18, 2023",RMK-9ZHO8S
26791,11743,7213,349.0,49,6,10-13-2024,RMK-BK997Y
26792,11204,5162,400.0,52,8,"Apr 30, 2024",RMK-048QCV
26793,6488,6167,27.0,6,0,08/09/2023,RMK-13S3QZ
26794,11958,488,99.0,19,4,11-12-2023,RMK-2AIEJ5
26795,4931,2002,107.0,5,1,20/10/2024,RMK-62JWX5
26796,6806,7964,413.0,81,15,2025-01-29,RMK-USOBVK
26797,963,10092,304.0,46,2,2024-12-07,RMK-SFL1KH
26798,419,3051,85.0,24,3,05-05-2025,RMK-4LIMDX
26799,9070,746,384.0,39,3,"Apr 21, 2024",RMK-ZHW08W
26800,8890,7420,470.0,17,7,21/04/2023,RMK-YOQRT7
26801,6996,7020,299.0,40,1,"Nov 16, 2024",RMK-OFXTUC
26802,12274,4296,,,,2023-10-31,RMK-PVUPVH
26803,9199,4998,149.0,17,1,"May 15, 2023",RMK-8AAMWC
26804,8925,7651,45.0,8,0,30/10/2023,RMK-13DCMU
26805,903,2912,478.0,134,3,27/03/2023,RMK-WKKG6Y
26806,1164,1843,478.0,40,21,2024-03-19,RMK-ODJWHD
26807,8145,794,342.0,24,4,21/10/2024,RMK-NKH14W
26808,4450,3452,289.0,13,9,01-22-2023,RMK-9CRVDK
26809,3580,349,380.0,109,14,10-02-2024,RMK-98P3JY
26810,2566,3979,73.0,21,0,11-25-2023,RMK-A3CCAI
26811,6151,7245,273.0,63,5,"Aug 19, 2023",RMK-U5516T
26812,205,6474,465.0,78,16,12/02/2025,RMK-UP5K0C
26813,4325,1843,417.0,25,6,2025-03-21,RMK-FOTX2E
26814,7351,1783,68.0,16,3,06/01/2025,RMK-UV80FS
26815,3894,7379,237.0,17,1,2023-12-15,RMK-4IJCL2
26816,4987,7252,276.0,2,7,01-14-2025,RMK-JKABCY
26817,6852,6143,308.0,38,11,"Oct 19, 2023",RMK-H8WI4E
26818,7014,10121,58.0,11,1,2024-08-29,RMK-4ACPAY
26819,5005,7493,435.0,17,18,27/05/2023,RMK-XVHI15
26820,8184,3082,315.0,14,15,2023-08-26,RMK-2CP5F2
26821,3583,7832,303.0,66,7,2024-09-08,RMK-OHETFG
26822,8454,7195,291.0,10,10,"Jun 25, 2024",RMK-LZFVZH
26823,6791,6248,382.0,10,19,04-07-2024,RMK-52FKHL
26824,4594,3419,145.0,26,1,2024-03-10,RMK-N9H1JM
26825,8478,3372,229.0,10,1,07/06/2025,RMK-KMCYQN
26826,8042,1024,330.0,63,6,"Dec 26, 2023",RMK-K8P7AR
26827,1478,5685,271.0,23,6,15/06/2023,RMK-DAQIP0
26828,2433,9305,364.0,54,10,21/05/2025,RMK-EY10M0
26829,3654,7314,369.0,37,8,02-29-2024,RMK-HS945R
26830,4183,9055,61.0,10,3,09-10-2023,RMK-AQG9OI
26831,1738,7083,161.0,17,8,27/01/2025,RMK-17PMLM
26832,3218,5184,184.0,12,6,07/02/2024,RMK-1K26ID
26833,2008,8715,312.0,18,11,"Dec 13, 2024",RMK-PWIDH8
26834,11472,4905,,,,30/12/2024,RMK-SC9EE6
26835,4666,7732,305.0,6,8,2025-02-03,RMK-B5DS0B
26836,10838,3013,326.0,48,13,27/03/2023,RMK-QRFN7Z
26837,8741,9184,438.0,38,1,10-20-2023,RMK-TRZRI6
26838,10914,8917,184.0,12,6,13/05/2024,RMK-WH0DV4
26839,11075,3367,22.0,5,0,05-11-2024,RMK-58DHIA
26840,1836,4220,336.0,12,5,2024-08-02,RMK-KR3UFM
26841,3519,9081,,,,2024-03-28,RMK-NB6TAF
26842,12402,5837,448.0,40,0,2024-03-23,RMK-5BUP84
26843,359,2270,1.0,0,0,"Aug 19, 2024",RMK-9WXENR
26844,5858,3471,373.0,37,16,08-24-2023,RMK-26K785
26845,6463,3607,97.0,11,2,01-26-2023,RMK-DS5ZVK
26846,11569,9045,301.0,26,6,05-15-2024,RMK-GYQBAG
26847,7147,6527,15.0,1,0,20/01/2024,RMK-HPJECX
26848,9012,2159,204.0,0,4,"Feb 04, 2024",RMK-7LLYVE
26849,4841,8089,85.0,6,1,"Feb 26, 2023",RMK-I660IH
26850,4112,2353,440.0,8,5,2024-10-27,RMK-0DTG52
26851,6611,5762,73.0,21,0,12/03/2024,RMK-92ID7G
26852,6350,4495,299.0,82,14,25/01/2025,RMK-LNL3V0
26853,3368,9317,415.0,97,3,27/03/2024,RMK-HY4PQQ
26854,6187,8091,424.0,32,17,2024-05-11,RMK-O0GONC
26855,12264,7197,6.0,0,0,05-29-2023,RMK-KQK0C6
26856,3026,7302,265.0,34,8,12-11-2024,RMK-4QPG94
26857,5227,7065,233.0,9,3,02-16-2025,RMK-110CPQ
26858,5339,3743,430.0,94,4,10-07-2024,RMK-0JYC7X
26859,8703,3335,396.0,51,8,08-24-2023,RMK-LMFORN
26860,175,6421,264.0,20,0,"Oct 29, 2024",RMK-F5V4AP
26861,10285,3679,168.0,9,4,02-23-2025,RMK-V8O1C0
26862,1307,3143,444.0,104,5,"Apr 27, 2025",RMK-04P0FK
26863,3735,9780,13.0,2,0,"May 18, 2025",RMK-OQUB0P
26864,4543,108,403.0,116,8,"Jul 03, 2024",RMK-X6SJE6
26865,9538,7637,162.0,35,0,2023-09-24,RMK-GQVQ5D
26866,871,4570,363.0,4,5,2025-01-20,RMK-JNRS6Z
26867,2864,7594,80.0,7,0,11/06/2023,RMK-QEN7KO
26868,10215,3214,108.0,26,1,05/04/2025,RMK-VJOK74
26869,5510,6130,142.0,2,0,2023-02-22,RMK-3PRN6O
26870,2382,7095,10.0,1,0,15/06/2025,RMK-J4YYWC
26871,880,5685,247.0,66,12,"Aug 18, 2024",RMK-POSTNM
26872,5886,3483,377.0,28,5,08-04-2024,RMK-4N9AEU
26873,4431,9256,287.0,63,12,2025-03-16,RMK-CP1NTS
26874,7539,5404,412.0,21,3,"Nov 09, 2023",RMK-4G5P1M
26875,1936,9947,354.0,26,3,"Jun 12, 2023",RMK-KH9BZW
26876,2203,2703,9.0,1,0,2024-12-13,RMK-T9MYUY
26877,7075,5497,,,,06-17-2024,RMK-OV6J4J
26878,2449,4770,222.0,59,3,2024-05-23,RMK-J1KG62
26879,8199,7575,12.0,1,0,2023-07-02,RMK-O24Q0N
26880,11723,2376,121.0,17,0,06-07-2024,RMK-WXWAWH
26881,8386,9503,487.0,55,21,03/11/2023,RMK-ZSLX8U
26882,5537,7669,296.0,81,9,10-21-2024,RMK-SHNP7V
26883,12263,8517,455.0,113,16,2023-09-24,RMK-0A0EWP
26884,2620,6850,420.0,25,17,12-28-2024,RMK-VMP87P
26885,4216,2448,251.0,4,3,19/05/2023,RMK-NLGZF2
26886,8212,5344,131.0,6,5,"Aug 25, 2023",RMK-8M1129
26887,33,4216,49.0,9,1,27/02/2025,RMK-1UKQ3P
26888,12220,3958,176.0,35,1,2023-05-25,RMK-1UWVAA
26889,5780,5199,57.0,12,2,12-19-2023,RMK-85GSWU
26890,1443,1691,330.0,24,10,19/10/2024,RMK-3HPQ0T
26891,3883,3985,261.0,47,6,2024-05-01,RMK-E1LN3Z
26892,10222,124,295.0,80,10,05-18-2024,RMK-JZHMV8
26893,4644,7884,68.0,16,1,10-17-2023,RMK-P81RMA
26894,9317,4145,349.0,32,13,03-31-2023,RMK-X3RRLC
26895,5808,1174,402.0,1,13,09/09/2024,RMK-4DY6II
26896,3559,1219,156.0,4,0,2025-03-31,RMK-1HZL9W
26897,2881,319,14.0,4,0,"Sep 09, 2024",RMK-DSC2ZU
26898,11645,8485,168.0,25,2,"May 12, 2024",RMK-4F6876
26899,9481,6610,,,,2024-12-10,RMK-L52EXE
26900,3580,3914,355.0,41,7,"Jun 23, 2024",RMK-QOEH34
26901,2136,8508,113.0,21,2,05-17-2025,RMK-6VSAQ6
26902,4145,3179,288.0,40,8,2023-02-10,RMK-H2G9ST
26903,3735,5441,210.0,30,4,05/06/2023,RMK-PTUVFZ
26904,7674,7517,322.0,12,14,04-17-2025,RMK-XHPTYH
26905,9779,9011,97.0,14,1,12/09/2023,RMK-CPFIYQ
26906,10443,3283,367.0,43,3,2023-03-17,RMK-KZNVKN
26907,9049,7188,,,,19/11/2023,RMK-TB06Y2
26908,3210,10054,461.0,32,1,19/02/2024,RMK-WFWQJI
26909,8425,802,335.0,22,9,05-08-2024,RMK-WLCLP2
26910,9087,5282,163.0,4,7,27/04/2024,RMK-4FUBUI
26911,8645,9934,294.0,51,14,2024-11-20,RMK-9KPVXZ
26912,10445,318,419.0,53,2,17/09/2024,RMK-1CUA5H
26913,10511,4044,223.0,14,7,"Dec 26, 2023",RMK-QJAO1U
26914,10696,8887,39.0,7,1,12/10/2023,RMK-T6QSI2
26915,8116,5906,330.0,89,10,2023-10-28,RMK-TSE4DN
26916,56,4740,361.0,73,15,02-15-2023,RMK-SNNPWR
26917,1248,4398,389.0,95,2,"Nov 19, 2024",RMK-IJ0Z9R
26918,5412,9361,49.0,1,0,10-15-2024,RMK-0NDLFH
26919,2180,7563,123.0,29,2,2024-06-05,RMK-NS3RJY
26920,8624,5522,203.0,11,3,2023-12-21,RMK-EZFOX5
26921,6308,3739,140.0,28,5,"Apr 07, 2024",RMK-0WKMLI
26922,10219,3715,,,,2023-03-16,RMK-748S5P
26923,2984,6729,136.0,1,4,2024-05-13,RMK-FSS7VU
26924,4507,6876,30.0,2,0,10-29-2024,RMK-QNC1V1
26925,7625,3683,416.0,54,6,"Jan 28, 2025",RMK-G29SCS
26926,4107,9286,461.0,117,20,"Aug 25, 2023",RMK-VNOHVV
26927,10715,405,249.0,8,0,22/08/2024,RMK-L6ZSA3
26928,1872,8003,237.0,5,2,"Dec 28, 2024",RMK-JU04NV
26929,11425,5157,158.0,8,4,2024-03-19,RMK-B2430Y
26930,1986,6126,348.0,75,13,"Feb 28, 2023",RMK-KOAI7H
26931,12339,6065,253736.0,13872,10524,2024-12-30,RMK-TJGWG1
26932,8294,6734,264.0,35,1,05-01-2024,RMK-OGZUSH
26933,8111,756,133.0,7,3,06-05-2023,RMK-0FAY36
26934,4366,5128,229.0,36,6,2023-09-28,RMK-4K78MF
26935,11448,9590,134.0,29,1,2023-06-04,RMK-DP7L64
26936,6057,6237,131.0,15,2,2023-03-28,RMK-8IOFY7
26937,2010,3733,139.0,39,3,"Feb 12, 2024",RMK-EC0A4Q
26938,6706,3252,339.0,38,12,07/08/2024,RMK-O7M862
26939,5676,2387,155.0,11,1,2023-07-21,RMK-CO4XMG
26940,3122,6200,15.0,0,0,03-14-2023,RMK-TSOD55
26941,9218,2386,258.0,72,8,"Sep 15, 2023",RMK-2LZGQK
26942,2231,3985,380.0,79,18,05-07-2023,RMK-MMR8KG
26943,4141,9442,28.0,0,1,01-26-2025,RMK-X3J2BR
26944,1345,943,176.0,2,7,04/04/2025,RMK-DCRXSN
26945,7933,8445,463.0,42,17,05-22-2023,RMK-6U9I7N
26946,5188,5893,305.0,37,15,18/11/2023,RMK-FFJA29
26947,273,4596,156.0,27,5,2023-03-05,RMK-P8PTL3
26948,2126,2499,66.0,6,2,07-17-2024,RMK-LKRARK
26949,9146,9694,480.0,55,5,06-26-2023,RMK-J72576
26950,4039,9196,40.0,9,1,11-01-2023,RMK-CZ8UTV
26951,9134,816,-98.0,0,0,07-28-2023,RMK-INEM5H
26952,11551,6471,227.0,17,6,"Feb 08, 2025",RMK-T9KP3R
26953,3130,5067,247.0,32,5,11-14-2024,RMK-Z7N9J5
26954,4820,9525,206.0,40,7,"Feb 13, 2025",RMK-N7B3WT
26955,7021,6219,,,,2024-06-08,RMK-5NWP4V
26956,3792,15,11.0,3,0,21/04/2024,RMK-JBPCUI
26957,2179,9961,158.0,30,3,2025-03-21,RMK-N5BW6Y
26958,5872,5085,256.0,57,2,2023-02-01,RMK-TR0DM8
26959,7427,2236,113.0,20,5,11/02/2024,RMK-03WY3R
26960,2563,3706,67.0,13,2,2024-01-21,RMK-TC6H62
26961,2972,4858,282.0,73,6,2025-01-17,RMK-1AXS6H
26962,12280,3696,409.0,40,4,05-11-2023,RMK-52163O
26963,3627,3413,54.0,1,0,30/05/2024,RMK-YJUWJR
26964,4220,9040,40.0,7,1,2024-01-24,RMK-6AMG5F
26965,7673,8522,480.0,98,12,01/06/2024,RMK-BELA5Q
26966,12184,3262,49.0,8,2,01-30-2023,RMK-AORJ9E
26967,10148,2488,260.0,17,5,2024-09-29,RMK-X0MNIK
26968,3064,4696,81.0,5,2,07/07/2024,RMK-HAJZPD
26969,10819,8657,116.0,9,2,27/05/2023,RMK-O6GRK7
26970,6542,5491,480.0,104,16,08/08/2023,RMK-LWF7OG
26971,7182,7830,133.0,25,0,10-12-2023,RMK-0HTM7U
26972,6801,7458,28.0,0,0,2024-09-06,RMK-QS90TX
26973,3452,8362,110.0,13,2,03-12-2023,RMK-Q03SYF
26974,9474,9703,326.0,15,13,2024-10-04,RMK-B1E1XF
26975,9325,2049,286.0,34,5,03/04/2025,RMK-WBUWY9
26976,11074,9052,168.0,18,2,2024-01-15,RMK-Q06R22
26977,10116,8226,315.0,77,1,28/01/2025,RMK-CRE2DH
26978,9273,8549,19.0,2,0,07-20-2024,RMK-IOIM8X
26979,2957,4307,325.0,80,4,12/03/2025,RMK-S8LW5X
26980,3506,6448,191.0,19,0,12/12/2024,RMK-7BURSK
26981,9281,7838,43.0,1,2,03-07-2025,RMK-ZWVV5J
26982,8911,1864,87.0,0,2,01-26-2025,RMK-2DSG4G
26983,11291,2818,256.0,56,4,05-28-2025,RMK-7OAFWB
26984,2528,8048,372.0,8,8,2025-02-01,RMK-TZK5O0
26985,4975,3661,160.0,47,2,2024-09-03,RMK-2Q8S2W
26986,6153,6899,118.0,7,0,04/02/2023,RMK-J36IF6
26987,9722,2559,370.0,45,7,03/10/2023,RMK-OC8NXM
26988,7248,9672,429.0,58,7,04-23-2025,RMK-0RSX64
26989,8479,5514,260.0,10,10,10-17-2024,RMK-9RB0GT
26990,10715,8567,227.0,1,11,20/01/2025,RMK-TR5MT0
26991,9743,5734,8.0,1,0,16/09/2024,RMK-LZ3VT7
26992,2774,9326,24.0,7,0,2025-04-27,RMK-JAFVM1
26993,2519,8608,429.0,114,11,"Aug 15, 2023",RMK-R3U9KK
26994,11354,3372,382.0,15,6,12-17-2023,RMK-PGGJGL
26995,7093,1409,405.0,112,10,"Mar 29, 2024",RMK-ON7RL1
